family_code,family_desc,sub_family_code,sub_family_desc,type_code,type_group_desc,type_desc,service_detail_code,complete_desc,service_desc,ippf_code
2,SRH Non Family Planning,55,Gynecology,2561,Gynecological,Gyn - Therapy,22,"Gynecological Therapies - Menopause Consultations, Hormonal Replacement Therapy                           ",SRH (Non Contraception) - Therapy / Treatment,255256122
2,SRH Non Family Planning,55,Gynecology,2562,Gynecological,Gyn - Therapy,22,Gynecological Therapies - Menstrual regulation,SRH (Non Contraception) - Therapy / Treatment,255256222
2,SRH Non Family Planning,55,Gynecology,2563,Gynecological,Gyn - Therapy,22,Gynecological Therapies - Female Genital Mutilation Treatment of Complications,SRH (Non Contraception) - Therapy / Treatment,255256322
2,SRH Non Family Planning,55,Gynecology,2569,Gynecological,Gyn - Therapy,99,Gynecological Therapies - Other/Generic Services,SRH (Non Contraception) - Generic Services,255256999
2,SRH Non Family Planning,55,Gynecology,2570,Gynecological,Gyn - Surgery,00,ALL GYNECOLOGICAL SURGERIES,Control Account - Total,255257000
2,SRH Non Family Planning,55,Gynecology,2571,Gynecological,Gyn - Surgery,23,Gynecological Surgeries - Cryosurgery - Cervical,SRH (Non Contraception) - Surgery,255257123
2,SRH Non Family Planning,55,Gynecology,2572,Gynecological,Gyn - Surgery,23,Gynecological Surgeries - Cauterization (Cervical / Vaginal),SRH (Non Contraception) - Surgery,255257223
2,SRH Non Family Planning,55,Gynecology,2573,Gynecological,Gyn - Surgery,23,Gynecological Surgeries - Female Genital Mutilation Reconstructive Surgery,SRH (Non Contraception) - Surgery,255257323
2,SRH Non Family Planning,55,Gynecology,2579,Gynecological,Gyn - Surgery,99,Gynecological Surgeries - Other/Generic Services,SRH (Non Contraception) - Generic Services,255257999
2,SRH Non Family Planning,55,Gynecology,2580,Gynecological,Gyn - Counselling,00,ALL GYNECOLOGICAL COUNSELLING,Control Account - Total,255258000
2,SRH Non Family Planning,55,Gynecology,2581,Gynecological,Gyn - Counselling,29,"Gynecological Counselling - Menopause Consultations, Counseling                                             ",SRH (Non Contraception) Service Specific Counselling,255258129
2,SRH Non Family Planning,55,Gynecology,2582,Gynecological,Gyn - Counselling,29,"Gynecological Counselling - Pap Smear, Importance (pre test guidance)                           ",SRH (Non Contraception) Service Specific Counselling,255258229
2,SRH Non Family Planning,55,Gynecology,2583,Gynecological,Gyn - Counselling,29,"Gynecological Counselling - Pap Smear, Abnormal Results (post test follow-up guidance)                           ",SRH (Non Contraception) Service Specific Counselling,255258329
2,SRH Non Family Planning,55,Gynecology,2584,Gynecological,Gyn - Counselling,29,"Gynecological Counselling - Breast Exam Results, Mammography/Biopsy                                    ",SRH (Non Contraception) Service Specific Counselling,255258429
2,SRH Non Family Planning,55,Gynecology,2585,Gynecological,Gyn - Counselling,29,Gynecological Counselling - Female Genital Mutilation,SRH (Non Contraception) Service Specific Counselling,255258529
2,SRH Non Family Planning,55,Gynecology,2589,Gynecological,Gyn - Counselling,99,Gynecological Counselling - Other/Generic Services,SRH (Non Contraception) - Generic Services,255258999
2,SRH Non Family Planning,56,Obstetrics,2600,Obstetrics,All Obstetrics,00,ALL OBSTETRICS SERVICES,Control Account - Total,256260000
2,SRH Non Family Planning,56,Obstetrics,2609,Obstetrics,All Obstetrics,99,Obstetric Services - Other/Generic Services,SRH (Non Contraception) - Generic Services,256260999
2,SRH Non Family Planning,56,Obstetrics,2610,Obstetrics,Obs - Pre Natal Diagn,00,ALL OBSTETRICS - PRE NATAL DIAGNOSTIC PROCEDURES,Control Account - Total,256261000
2,SRH Non Family Planning,56,Obstetrics,2611,Obstetrics,Obs - Pre Natal Diagn,21,Obstetrics - Pre-Natal Diagnosis - Fetoscopy,SRH (Non Contraception) - Diagnostic Test/Exam,256261121
2,SRH Non Family Planning,56,Obstetrics,2612,Obstetrics,Obs - Pre Natal Diagn,21,"Obstetrics - Pre-Natal Diagnosis - Ultrasonography, Pre-natal",SRH (Non Contraception) - Diagnostic Test/Exam,256261221
2,SRH Non Family Planning,56,Obstetrics,2613,Obstetrics,Obs - Pre Natal Diagn,21,Obstetrics - Pre-Natal Diagnosis - Pelvimetry,SRH (Non Contraception) - Diagnostic Test/Exam,256261321
2,SRH Non Family Planning,56,Obstetrics,2614,Obstetrics,Obs - Pre Natal Diagn,21,Obstetrics - Pre-Natal Diagnosis - Placental Function Tests,SRH (Non Contraception) - Diagnostic Test/Exam,256261421
2,SRH Non Family Planning,56,Obstetrics,2619,Obstetrics,Obs - Pre Natal Diagn,99,Obstetrics - Pre-Natal Diagnosis - Other/Generic Services,SRH (Non Contraception) - Generic Services,256261999
2,SRH Non Family Planning,56,Obstetrics,2620,Obstetrics,Obs - Pre Natal Care,00,ALL OBSTETRICS - PRE NATAL CARE,Control Account - Total,256262000
2,SRH Non Family Planning,56,Obstetrics,2621,Obstetrics,Obs - Pre Natal Care,21,Obstetrics - Pre natal Care - Uterine Monitoring,SRH (Non Contraception) - Diagnostic Test/Exam,256262121
2,SRH Non Family Planning,56,Obstetrics,2622,Obstetrics,Obs - Pre Natal Care,21,Obstetrics - Pre natal Care - Fetal Monitoring,SRH (Non Contraception) - Diagnostic Test/Exam,256262221
2,SRH Non Family Planning,56,Obstetrics,2624,Obstetrics,Obs - Pre Natal Care,22,Obstetrics - Pre natal Care - Immunisations                                                    ,SRH (Non Contraception) - Therapy / Treatment,256262422
2,SRH Non Family Planning,56,Obstetrics,2629,Obstetrics,Obs - Pre Natal Care,99,Obstetrics - Pre natal Care - Other/Generic Services,SRH (Non Contraception) - Generic Services,256262999
2,SRH Non Family Planning,56,Obstetrics,2630,Obstetrics,Obs - Pre Natal Counsel,00,ALL OBSTETRICS - PRE NATAL COUNSELLING,Control Account - Total,256263000
2,SRH Non Family Planning,56,Obstetrics,2631,Obstetrics,Obs - Pre Natal Counsel,29,Obstetrics - Pre natal Counselling - Pre Natal Care Info                             ,SRH (Non Contraception) Service Specific Counselling,256263129
2,SRH Non Family Planning,56,Obstetrics,2632,Obstetrics,Obs - Pre Natal Counsel,29,Obstetrics - Pre natal Counselling - Unplanned Pregnancy                                     ,SRH (Non Contraception) Service Specific Counselling,256263229
2,SRH Non Family Planning,56,Obstetrics,2633,Obstetrics,Obs - Pre Natal Counsel,29,Obstetrics - Pre natal Counselling - HIV Prevention and Testing                               ,SRH (Non Contraception) Service Specific Counselling,256263329
2,SRH Non Family Planning,56,Obstetrics,2639,Obstetrics,Obs - Pre Natal Counsel,99,Obstetrics - Pre natal Counselling - Other/Generic Services,SRH (Non Contraception) - Generic Services,256263999
2,SRH Non Family Planning,56,Obstetrics,2640,Obstetrics,Obs - Pregnancy Tests,00,ALL OBSTETRICS - PREGNANCY TESTS,Control Account - Total,256264000
2,SRH Non Family Planning,56,Obstetrics,2641,Obstetrics,Obs - Pregnancy Tests,21,Obstetrics - Lab Tests - Pregnancy Tests - Agglutination Inhibition - Urine 1 test,SRH (Non Contraception) - Diagnostic Test/Exam,256264121
2,SRH Non Family Planning,56,Obstetrics,2642,Obstetrics,Obs - Pregnancy Tests,21,Obstetrics - Lab Tests - Pregnancy Tests - Radioimmunoasays - Blood test,SRH (Non Contraception) - Diagnostic Test/Exam,256264221
2,SRH Non Family Planning,56,Obstetrics,2649,Obstetrics,Obs - Pregnancy Tests,99,Obstetrics - Lab Tests - Pregnancy Tests - Other/Generic Services,SRH (Non Contraception) - Generic Services,256264999
2,SRH Non Family Planning,56,Obstetrics,2650,Obstetrics,Obs - Pre Natal Tests,00,ALL OBSTETRICS - PRE NATAL LAB TESTS,Control Account - Total,256265000
2,SRH Non Family Planning,56,Obstetrics,2651,Obstetrics,Obs - Pre Natal Tests,21,Obstetrics - Pre-Natal Lab Tests - Urine 1,SRH (Non Contraception) - Diagnostic Test/Exam,256265121
2,SRH Non Family Planning,56,Obstetrics,2652,Obstetrics,Obs - Pre Natal Tests,21,Obstetrics - Pre-Natal Lab Tests - Glicemia de Jejum,SRH (Non Contraception) - Diagnostic Test/Exam,256265221
2,SRH Non Family Planning,56,Obstetrics,2653,Obstetrics,Obs - Pre Natal Tests,21,Obstetrics - Pre-Natal Lab Tests - Hemoglobin (HB),SRH (Non Contraception) - Diagnostic Test/Exam,256265321
2,SRH Non Family Planning,56,Obstetrics,2654,Obstetrics,Obs - Pre Natal Tests,21,Obstetrics - Pre-Natal Lab Tests - Blood Type,SRH (Non Contraception) - Diagnostic Test/Exam,256265421
2,SRH Non Family Planning,56,Obstetrics,2655,Obstetrics,Obs - Pre Natal Tests,21,Obstetrics - Pre-Natal Lab Tests - VDRL,SRH (Non Contraception) - Diagnostic Test/Exam,256265521
2,SRH Non Family Planning,56,Obstetrics,2656,Obstetrics,Obs - Pre Natal Tests,21,Obstetrics - Pre-Natal Lab Tests - HIV,SRH (Non Contraception) - Diagnostic Test/Exam,256265621
2,SRH Non Family Planning,56,Obstetrics,2657,Obstetrics,Obs - Pre Natal Tests,21,Obstetrics - Pre-Natal Lab Tests - Amniocentesis,SRH (Non Contraception) - Diagnostic Test/Exam,256265721
2,SRH Non Family Planning,56,Obstetrics,2658,Obstetrics,Obs - Pre Natal Tests,21,Obstetrics - Pre-Natal Lab Tests - Chorionic Villi Sampling,SRH (Non Contraception) - Diagnostic Test/Exam,256265821
2,SRH Non Family Planning,56,Obstetrics,2659,Obstetrics,Obs - Pre Natal Tests,99,Obstetrics - Pre-Natal Lab Tests - Other/Generic Services,SRH (Non Contraception) - Generic Services,256265999
2,SRH Non Family Planning,56,Obstetrics,2670,Obstetrics,Obs - Childbirth Surgery,00,ALL OBSTETRICS - SURGERY CHILD BIRTH,Control Account - Total,256267000
2,SRH Non Family Planning,56,Obstetrics,2671,Obstetrics,Obs - Childbirth Surgery,23,"Obstetrics - Surgery - Child Birth, Vaginal Delivery",SRH (Non Contraception) - Surgery,256267123
2,SRH Non Family Planning,56,Obstetrics,2672,Obstetrics,Obs - Childbirth Surgery,23,"Obstetrics - Surgery - Child Birth, Cesarean Delivery ",SRH (Non Contraception) - Surgery,256267223
2,SRH Non Family Planning,56,Obstetrics,2673,Obstetrics,Obs - Childbirth Surgery,23,Obstetrics - Surgery - Emergency Obstetric Care (EmOC),SRH (Non Contraception) - Surgery,256267323
2,SRH Non Family Planning,56,Obstetrics,2679,Obstetrics,Obs - Childbirth Surgery,99,Obstetrics - Surgery - Other/Generic Services,SRH (Non Contraception) - Generic Services,256267999
2,SRH Non Family Planning,56,Obstetrics,2680,Obstetrics,Obs - Post Natal Care,00,ALL OBSTETRICS - POST NATAL CARE,Control Account - Total,256268000
2,SRH Non Family Planning,56,Obstetrics,2681,Obstetrics,Obs - Post Natal Care,20,Obstetrics - Post natal Care - Consultation including Uterine Involution Monitoring,SRH (Non Contraception) - Consult (Initial/Follow up),256268120
2,SRH Non Family Planning,56,Obstetrics,2689,Obstetrics,Obs - Post Natal Care,99,Obstetrics - Post natal Care - Other/Generic Services,SRH (Non Contraception) - Generic Services,256268999
2,SRH Non Family Planning,56,Obstetrics,2690,Obstetrics,Obs - Post Natal Counsel,00,ALL OBSTETRICS - POST NATAL COUNSELLING,Control Account - Total,256269000
2,SRH Non Family Planning,56,Obstetrics,2691,Obstetrics,Obs - Post Natal Counsel,29,Obstetrics - Post-Natal Counselling - FP Methods                                                     ,SRH (Non Contraception) Service Specific Counselling,256269129
2,SRH Non Family Planning,56,Obstetrics,2692,Obstetrics,Obs - Post Natal Counsel,29,Obstetrics - Post-Natal Counselling - Breastfeeding Advice                                                ,SRH (Non Contraception) Service Specific Counselling,256269229
2,SRH Non Family Planning,56,Obstetrics,2693,Obstetrics,Obs - Post Natal Counsel,29,Obstetrics - Post-Natal Counselling - HIV Counselling                                             ,SRH (Non Contraception) Service Specific Counselling,256269329
2,SRH Non Family Planning,56,Obstetrics,2699,Obstetrics,Obs - Post Natal Counsel,99,Obstetrics - Post-Natal Counselling - Other/Generic Services,SRH (Non Contraception) - Generic Services,256269999
2,SRH Non Family Planning,57,Urology,2700,Urological,All Urological,00,ALL UROLOGICAL SERVICES,Control Account - Total,257270000
2,SRH Non Family Planning,57,Urology,2709,Urological,All Urological,99,Urological Services - Other/Generic Services,SRH (Non Contraception) - Generic Services,257270999
2,SRH Non Family Planning,57,Urology,2710,Urological,Urol - Diag/Therapy Endoscopy,00,ALL UROLOGICAL ENDOSCOPY,Control Account - Total,257271000
2,SRH Non Family Planning,57,Urology,2711,Urological,Urol - Diag/Therapy Endoscopy,23,Urological Endoscopy - Cystoscopy,SRH (Non Contraception) - Surgery,257271123
2,SRH Non Family Planning,57,Urology,2712,Urological,Urol - Diag/Therapy Endoscopy,23,Urological Endoscopy - Ureteroscopy,SRH (Non Contraception) - Surgery,257271223
2,SRH Non Family Planning,57,Urology,2719,Urological,Urol - Diag/Therapy Endoscopy,99,Urological Endoscopy - Other/Generic Services,SRH (Non Contraception) - Generic Services,257271999
2,SRH Non Family Planning,57,Urology,2720,Urological,Urol - Diag/Therapy Imaging,00,ALL UROLOGICAL DIAGNOSTIC IMAGING,Control Account - Total,257272000
2,SRH Non Family Planning,57,Urology,2721,Urological,Urol - Diag/Therapy Imaging,21,Urological Diagnostic Imaging - Urography,SRH (Non Contraception) - Diagnostic Test/Exam,257272121
2,SRH Non Family Planning,57,Urology,2729,Urological,Urol - Diag/Therapy Imaging,99,Urological Diagnostic Imaging - Other/Generic Services,SRH (Non Contraception) - Generic Services,257272999
2,SRH Non Family Planning,57,Urology,2730,Urological,Urol - Diagnostic Other,00,ALL UROLOGICAL DIAGNOSIS (OTHER ),Control Account - Total,257273000
2,SRH Non Family Planning,57,Urology,2731,Urological,Urol - Diagnostic Other,21,Urological Diagnosis Other - Exam                                   ,SRH (Non Contraception) - Diagnostic Test/Exam,257273121
2,SRH Non Family Planning,57,Urology,2732,Urological,Urol - Diagnostic Other,21,Urological Diagnosis Other - Prostate Cancer Screening                                    ,SRH (Non Contraception) - Diagnostic Test/Exam,257273221
2,SRH Non Family Planning,57,Urology,2733,Urological,Urol - Diagnostic Other,21,Urological Diagnosis Other - Peniscopy,SRH (Non Contraception) - Diagnostic Test/Exam,257273321
2,SRH Non Family Planning,57,Urology,2734,Urological,Urol - Diagnostic Other,21,Urological Diagnosis Other - Other Urogenital Services,SRH (Non Contraception) - Diagnostic Test/Exam,257273421
2,SRH Non Family Planning,57,Urology,2739,Urological,Urol - Diagnostic Other,99,Urological Diagnosis Other - Other/Generic Services,SRH (Non Contraception) - Generic Services,257273999
2,SRH Non Family Planning,57,Urology,2740,Urological,Urol - Surgery,00,ALL UROLOGICAL SURGERY,Control Account - Total,257274000
2,SRH Non Family Planning,57,Urology,2741,Urological,Urol - Surgery,23,Urological Male Surgery - Biopsy,SRH (Non Contraception) - Surgery,257274123
2,SRH Non Family Planning,57,Urology,2742,Urological,Urol - Surgery,23,Urological Male Surgery - Circumcision,SRH (Non Contraception) - Surgery,257274223
2,SRH Non Family Planning,57,Urology,2743,Urological,Urol - Surgery,23,Urological Male Surgery - Other Surgical Services,SRH (Non Contraception) - Surgery,257274323
2,SRH Non Family Planning,57,Urology,2749,Urological,Urol - Surgery,99,Urological Male Surgery - Other/Generic Services,SRH (Non Contraception) - Generic Services,257274999
2,SRH Non Family Planning,58,Infertility / Subfertility,2800,Infertility,All Infertility,00,ALL INFERTILITY SERVICES,Control Account - Total,258280000
2,SRH Non Family Planning,58,Infertility / Subfertility,2809,Infertility,All Infertility,99,Intertility - Other/Generic Services,SRH (Non Contraception) - Generic Services,258280999
2,SRH Non Family Planning,58,Infertility / Subfertility,2810,Infertility,Inf - Diag/Therapy Biopsy,00,ALL INFERTILITY BIOPSY,Control Account - Total,258281000
2,SRH Non Family Planning,58,Infertility / Subfertility,2811,Infertility,Inf - Diag/Therapy Biopsy,23,Infertility Biopsy - Endometrial biopsy,SRH (Non Contraception) - Surgery,258281123
2,SRH Non Family Planning,58,Infertility / Subfertility,2812,Infertility,Inf - Diag/Therapy Biopsy,23,Infertility Biopsy - Testicular biopsy,,258281223
2,SRH Non Family Planning,58,Infertility / Subfertility,2819,Infertility,Inf - Diag/Therapy Biopsy,99,Infertility Biopsy - Other/Generic Services,SRH (Non Contraception) - Generic Services,258281999
2,SRH Non Family Planning,58,Infertility / Subfertility,2820,Infertility,Inf - Diag/Therapy Endoscopy,00,ALL INFERTILITY ENDOSCOPY,Control Account - Total,258282000
2,SRH Non Family Planning,58,Infertility / Subfertility,2821,Infertility,Inf - Diag/Therapy Endoscopy,23,Infertility Endoscopy - Laparoscopy,SRH (Non Contraception) - Surgery,258282123
2,SRH Non Family Planning,58,Infertility / Subfertility,2822,Infertility,Inf - Diag/Therapy Endoscopy,23,Infertility Endoscopy - Histeroscopy,SRH (Non Contraception) - Surgery,258282223
2,SRH Non Family Planning,58,Infertility / Subfertility,2829,Infertility,Inf - Diag/Therapy Endoscopy,99,Infertility Endoscopy - Other/Generic Services,SRH (Non Contraception) - Generic Services,258282999
2,SRH Non Family Planning,58,Infertility / Subfertility,2830,Infertility,Inf - Diagnostic Imaging,00,ALL INFERTILITY DIAGNOSTIC IMAGING,Control Account - Total,258283000
2,SRH Non Family Planning,58,Infertility / Subfertility,2831,Infertility,Inf - Diagnostic Imaging,21,Infertility Diagnostic Imaging - Histerosalpingography,SRH (Non Contraception) - Diagnostic Test/Exam,258283121
2,SRH Non Family Planning,58,Infertility / Subfertility,2832,Infertility,Inf - Diagnostic Imaging,21,Infertility Diagnostic Imaging - Ovarian ultrasound,SRH (Non Contraception) - Diagnostic Test/Exam,258283221
2,SRH Non Family Planning,58,Infertility / Subfertility,2833,Infertility,Inf - Diagnostic Imaging,21,Infertility Diagnostic Imaging - Transvaginal ecography,SRH (Non Contraception) - Diagnostic Test/Exam,258283321
2,SRH Non Family Planning,58,Infertility / Subfertility,2839,Infertility,Inf - Diagnostic Imaging,99,Infertility Diagnostic Imaging - Other/Generic Services,SRH (Non Contraception) - Generic Services,258283999
2,SRH Non Family Planning,58,Infertility / Subfertility,2840,Infertility,Inf - Laboratory tests,00,ALL INFERTILITY LAB TESTS,Control Account - Total,258284000
2,SRH Non Family Planning,58,Infertility / Subfertility,2841,Infertility,Inf - Laboratory tests,21,Infertility Lab Test - Post-coital test or Sims-Huhner test,SRH (Non Contraception) - Diagnostic Test/Exam,258284121
2,SRH Non Family Planning,58,Infertility / Subfertility,2842,Infertility,Inf - Laboratory tests,21,Infertility Lab Test - Fallopian Tube Patency Tests,SRH (Non Contraception) - Diagnostic Test/Exam,258284221
2,SRH Non Family Planning,58,Infertility / Subfertility,2843,Infertility,Inf - Laboratory tests,21,Infertility Lab Test - Clomiphene citrate challenge test (CCCT) ,SRH (Non Contraception) - Diagnostic Test/Exam,258284321
2,SRH Non Family Planning,58,Infertility / Subfertility,2844,Infertility,Inf - Laboratory tests,21,Infertility Lab Test - Semen analysis ,SRH (Non Contraception) - Diagnostic Test/Exam,258284421
2,SRH Non Family Planning,58,Infertility / Subfertility,2845,Infertility,Inf - Laboratory tests,21,Infertility Lab Test - Basal Temperature,SRH (Non Contraception) - Diagnostic Test/Exam,258284521
2,SRH Non Family Planning,58,Infertility / Subfertility,2846,Infertility,Inf - Laboratory tests,21,Infertility Lab Test - Mucose Analysis,SRH (Non Contraception) - Diagnostic Test/Exam,258284621
2,SRH Non Family Planning,58,Infertility / Subfertility,2847,Infertility,Inf - Laboratory tests,21,Infertility Lab Test - Sperm Count,SRH (Non Contraception) - Diagnostic Test/Exam,258284721
2,SRH Non Family Planning,58,Infertility / Subfertility,2848,Infertility,Inf - Laboratory tests,21,Infertility Lab Test - Spermiogram,SRH (Non Contraception) - Diagnostic Test/Exam,258284821
2,SRH Non Family Planning,58,Infertility / Subfertility,2849,Infertility,Inf - Laboratory tests,21,Infertility Lab Test - Hormonal analysis,SRH (Non Contraception) - Diagnostic Test/Exam,258284921
2,SRH Non Family Planning,58,Infertility / Subfertility,2849,Infertility,Inf - Laboratory tests,99,Infertility Lab Test - Other/Generic Services,SRH (Non Contraception) - Generic Services,258284999
2,SRH Non Family Planning,58,Infertility / Subfertility,2860,Infertility,Inf - Therapy,00,ALL INFERTILITY TREATMENT,Control Account - Total,258286000
2,SRH Non Family Planning,58,Infertility / Subfertility,2861,Infertility,Inf - Therapy,22,Infertility Treatment - Ovulation Induction,SRH (Non Contraception) - Therapy / Treatment,258286122
2,SRH Non Family Planning,58,Infertility / Subfertility,2862,Infertility,Inf - Therapy,22,Infertility Treatment - Embryo Transfer,SRH (Non Contraception) - Therapy / Treatment,258286222
2,SRH Non Family Planning,58,Infertility / Subfertility,2863,Infertility,Inf - Therapy,22,Infertility Treatment - Fertilization in Vitro,SRH (Non Contraception) - Therapy / Treatment,258286322
2,SRH Non Family Planning,58,Infertility / Subfertility,2864,Infertility,Inf - Therapy,22,Infertility Treatment - Gamete Intrafallopian Transfer,SRH (Non Contraception) - Therapy / Treatment,258286422
2,SRH Non Family Planning,58,Infertility / Subfertility,2865,Infertility,Inf - Therapy,22,Infertility Treatment - Artificial Insemination,SRH (Non Contraception) - Therapy / Treatment,258286522
2,SRH Non Family Planning,58,Infertility / Subfertility,2866,Infertility,Inf - Therapy,22,Infertility Treatment - Oocyte Donation,SRH (Non Contraception) - Therapy / Treatment,258286622
2,SRH Non Family Planning,58,Infertility / Subfertility,2867,Infertility,Inf - Therapy,22,Infertility Treatment - Zygote Intrafallopian Transfer,SRH (Non Contraception) - Therapy / Treatment,258286722
2,SRH Non Family Planning,58,Infertility / Subfertility,2869,Infertility,Inf - Therapy,99,Infertility Treatment - Other/Generic Services,SRH (Non Contraception) - Generic Services,258286999
2,SRH Non Family Planning,58,Infertility / Subfertility,2880,Infertility,Inf - Consultation,00,ALL INFERTILITY CONSULTATION,Control Account - Total,258288000
2,SRH Non Family Planning,58,Infertility / Subfertility,2881,Infertility,Inf - Consultation,20,Infertility/Subfertility Consultation                                 ,SRH (Non Contraception) - Consult (Initial/Follow up),258288120
2,SRH Non Family Planning,58,Infertility / Subfertility,2889,Infertility,Inf - Consultation,99,Infertility/Subfertility Consultation - Other/Generic Services                                ,SRH (Non Contraception) - Generic Services,258288999
2,SRH Non Family Planning,58,Infertility / Subfertility,2890,Infertility,Inf - Counselling,00,ALL INFERTILITY COUNSELLING,Control Account - Total,258289000
2,SRH Non Family Planning,58,Infertility / Subfertility,2891,Infertility,Inf - Counselling,29,Infertility/Subfertility  Counseling                                   ,SRH (Non Contraception) Service Specific Counselling,258289129
2,SRH Non Family Planning,58,Infertility / Subfertility,2899,Infertility,Inf - Counselling,99,Infertility/Subfertility  Counseling - Other/Generic Services                                  ,SRH (Non Contraception) - Generic Services,258289999
2,SRH Non Family Planning,60,Other Specialized Counselling ,2900,Other SRH counseling,Total Other Counselling,00,ALL OTHER SPECIALIZED COUNSELLING SERVICES,Control Account - Total,260290000
2,SRH Non Family Planning,60,Other Specialized Counselling ,2909,Other SRH counseling,Total Other Counselling,99,Other Specialized Counselling Services - Other/Generic Services,SRH (Non Contraception) - Generic Services,260290999
2,SRH Non Family Planning,61,Other Specialized Counselling - Gender Based Violence,2910,Other SRH counseling,Counselling - GBV,00,ALL COUNSELLING - GBV ,Control Account - Total,261291000
2,SRH Non Family Planning,61,Other Specialized Counselling - Gender Based Violence,2911,Other SRH counseling,Counselling - GBV,29,Counselling - GBV - Individual Counseling,SRH (Non Contraception) Service Specific Counselling,261291129
2,SRH Non Family Planning,61,Other Specialized Counselling - Gender Based Violence,2912,Other SRH counseling,Counselling - GBV,29,Counselling - GBV - Support Groups for Survivors,SRH (Non Contraception) Service Specific Counselling,261291229
2,SRH Non Family Planning,61,Other Specialized Counselling - Gender Based Violence,2913,Other SRH counseling,Counselling - GBV,29,Counselling - GBV - Legal Counseling,SRH (Non Contraception) Service Specific Counselling,261291329
2,SRH Non Family Planning,61,Other Specialized Counselling - Gender Based Violence,2914,Other SRH counseling,Counselling - GBV,29,Counselling - GBV - Intimate Partner Sexual Abuse                                     ,SRH (Non Contraception) Service Specific Counselling,261291429
2,SRH Non Family Planning,61,Other Specialized Counselling - Gender Based Violence,2915,Other SRH counseling,Counselling - GBV,29,Counselling - GBV - Intimate Partner Physical  Abuse                                ,SRH (Non Contraception) Service Specific Counselling,261291529
2,SRH Non Family Planning,61,Other Specialized Counselling - Gender Based Violence,2916,Other SRH counseling,Counselling - GBV,29,Counselling - GBV - Intimate Partner Emotional Abuse                              ,SRH (Non Contraception) Service Specific Counselling,261291629
2,SRH Non Family Planning,61,Other Specialized Counselling - Gender Based Violence,2917,Other SRH counseling,Counselling - GBV,29,Counselling - GBV - NonIntimate Partner Sexual Assault/Rape                       ,SRH (Non Contraception) Service Specific Counselling,261291729
2,SRH Non Family Planning,61,Other Specialized Counselling - Gender Based Violence,2918,Other SRH counseling,Counselling - GBV,29,Counselling - GBV - Screening Only  - Gender Based Violence (GBV)                       ,SRH (Non Contraception) Service Specific Counselling,261291829
2,SRH Non Family Planning,61,Other Specialized Counselling - Gender Based Violence,2919,Other SRH counseling,Counselling - GBV,99,Counselling - GBV - Other/Generic Services                    ,SRH (Non Contraception) - Generic Services,261291999
2,SRH Non Family Planning,62,Other Specialized Counselling - Family/Marital Relationship,2920,Other SRH counseling,Counselling - Domestic Violence,00,ALL COUNSELLING - DOMESTIC VIOLENCE,Control Account - Total,262292000
2,SRH Non Family Planning,62,Other Specialized Counselling - Family/Marital Relationship,2921,Other SRH counseling,Counselling - Domestic Violence,29,"Counselling - Domestic Violence, Child Abuse                                    ",SRH (Non Contraception) Service Specific Counselling,262292129
2,SRH Non Family Planning,62,Other Specialized Counselling - Family/Marital Relationship,2922,Other SRH counseling,Counselling - Domestic Violence,29,"Counselling - Domestic Violence, Screening  Only Child Abuse                                    ",SRH (Non Contraception) Service Specific Counselling,262292229
2,SRH Non Family Planning,62,Other Specialized Counselling - Family/Marital Relationship,2929,Other SRH counseling,Counselling - Domestic Violence,99,Counselling - Domestic Violence - Other/Generic Services,SRH (Non Contraception) - Generic Services,262292999
2,SRH Non Family Planning,62,Other Specialized Counselling - Family/Marital Relationship,2930,Other SRH counseling,Counselling - Family,00,ALL COUNSELLING - FAMILY ,Control Account - Total,262293000
2,SRH Non Family Planning,62,Other Specialized Counselling - Family/Marital Relationship,2931,Other SRH counseling,Counselling - Family,29,Counselling - Family - Parent/Child Relationship,SRH (Non Contraception) Service Specific Counselling,262293129
2,SRH Non Family Planning,62,Other Specialized Counselling - Family/Marital Relationship,2932,Other SRH counseling,Counselling - Family,29,Counselling - Family- Family Conflict,SRH (Non Contraception) Service Specific Counselling,262293229
2,SRH Non Family Planning,62,Other Specialized Counselling - Family/Marital Relationship,2933,Other SRH counseling,Counselling - Family,29,"Counselling - Family, Delinquency",SRH (Non Contraception) Service Specific Counselling,262293329
2,SRH Non Family Planning,62,Other Specialized Counselling - Family/Marital Relationship,2939,Other SRH counseling,Counselling - Family,99,Counselling - Family - Other/Generic Services,SRH (Non Contraception) - Generic Services,262293999
2,SRH Non Family Planning,62,Other Specialized Counselling - Family/Marital Relationship,2940,Other SRH counseling,Counselling - Pre Marital/Marital,00,ALL COUNSELLING - PRE-MARITAL / MARITAL,Control Account - Total,262294000
2,SRH Non Family Planning,62,Other Specialized Counselling - Family/Marital Relationship,2941,Other SRH counseling,Counselling - Pre Marital/Marital,29,Counselling - Pre-Marital including Pre-Marital Family Planning,SRH (Non Contraception) Service Specific Counselling,262294129
2,SRH Non Family Planning,62,Other Specialized Counselling - Family/Marital Relationship,2942,Other SRH counseling,Counselling - Pre Marital/Marital,29,"Counselling - Marital - Relationship, Partner Negotiation",SRH (Non Contraception) Service Specific Counselling,262294229
